Time Date,Product,Store,Value
29072019,2667437,QLD_CW_ST0203,5411.362887
30072019,2667437,QLD_CW_ST0203,5855.6974
31072019,2667437,QLD_CW_ST0203,5426.4
1082019,2667437,QLD_CW_ST0203,6056.82
2082019,2667437,QLD_CW_ST0203,4793.32
3082019,2667437,QLD_CW_ST0203,5266.8
4082019,2667437,QLD_CW_ST0203,5806.78
5082019,2667437,QLD_CW_ST0203,5266.8
6082019,2667437,QLD_CW_ST0203,5660.48
7082019,2667437,QLD_CW_ST0203,5314.68
8082019,2667437,QLD_CW_ST0203,4652.34
9082019,2667437,QLD_CW_ST0203,4740.12
10082019,2667437,QLD_CW_ST0203,5019.42
11082019,2667437,QLD_CW_ST0203,5019.42
12082019,2667437,QLD_CW_ST0203,5104.54
13082019,2667437,QLD_CW_ST0203,5047.35
14082019,2667437,QLD_CW_ST0203,4696.23
15082019,2667437,QLD_CW_ST0203,5144.254332
16082019,2667437,QLD_CW_ST0203,4970.21
17082019,2667437,QLD_CW_ST0203,4921
18082019,2667437,QLD_CW_ST0203,5075.28
19082019,2667437,QLD_CW_ST0203,5027.4
20082019,2667437,QLD_CW_ST0203,4748.1
21082019,2667437,QLD_CW_ST0203,4696.23
22082019,2667437,QLD_CW_ST0203,5410.44
23082019,2667437,QLD_CW_ST0203,4883.76
24082019,2667437,QLD_CW_ST0203,5745.6
25082019,2667437,QLD_CW_ST0203,5659.15
26082019,2667437,QLD_CW_ST0203,5452.221152
27082019,2667437,QLD_CW_ST0203,5855.99
28082019,2667437,QLD_CW_ST0203,4979.52
29082019,2667437,QLD_CW_ST0203,5697.72
30082019,2667437,QLD_CW_ST0203,4657.66
31082019,2667437,QLD_CW_ST0203,5362.56
1092019,2667437,QLD_CW_ST0203,6011.6
2092019,2667437,QLD_CW_ST0203,5659.15
3092019,2667437,QLD_CW_ST0203,4883.76
4092019,2667437,QLD_CW_ST0203,5498.426416
5092019,2667437,QLD_CW_ST0203,5554.08
6092019,2667437,QLD_CW_ST0203,5027.4
7092019,2667437,QLD_CW_ST0203,5812.1
8092019,2667437,QLD_CW_ST0203,6202.28476
9092019,2667437,QLD_CW_ST0203,5256.16
10092019,2667437,QLD_CW_ST0203,4921
11092019,2667437,QLD_CW_ST0203,5708.36
12092019,2667437,QLD_CW_ST0203,5205.62
13092019,2667437,QLD_CW_ST0203,5104.54
14092019,2667437,QLD_CW_ST0203,5550.09
15092019,2667437,QLD_CW_ST0203,5306.7
16092019,2667437,QLD_CW_ST0203,5861.31
17092019,2667437,QLD_CW_ST0203,5027.4
18092019,2667437,QLD_CW_ST0203,5708.36
19092019,2667437,QLD_CW_ST0203,5265.47
20092019,2667437,QLD_CW_ST0203,6011.6
21092019,2667437,QLD_CW_ST0203,5708.36
22092019,2667437,QLD_CW_ST0203,5314.68
23092019,2667437,QLD_CW_ST0203,5155.08
24092019,2667437,QLD_CW_ST0203,5054
25092019,2667437,QLD_CW_ST0203,5302.181724
26092019,2667437,QLD_CW_ST0203,5505.94198
27092019,2667437,QLD_CW_ST0203,5511.52
28092019,2667437,QLD_CW_ST0203,2383.36
29092019,2667437,QLD_CW_ST0203,6003.24228
30092019,2667437,QLD_CW_ST0203,4840.500952
1102019,2667437,QLD_CW_ST0203,5068.63
2102019,2667437,QLD_CW_ST0203,5407.78
3102019,2667437,QLD_CW_ST0203,5659.15
4102019,2667437,QLD_CW_ST0203,5306.7
5102019,2667437,QLD_CW_ST0203,5815.1457
6102019,2667437,QLD_CW_ST0203,5287.59588
7102019,2667437,QLD_CW_ST0203,5965.05
8102019,2667437,QLD_CW_ST0203,5343.6474
9102019,2667437,QLD_CW_ST0203,6224.4
10102019,2667437,QLD_CW_ST0203,5882.76024
11102019,2667437,QLD_CW_ST0203,5810.8897
12102019,2667437,QLD_CW_ST0203,4957.04566
13102019,2667437,QLD_CW_ST0203,4861.062752
14102019,2667437,QLD_CW_ST0203,5324.8944
15102019,2667437,QLD_CW_ST0203,5133.51006
16102019,2667437,QLD_CW_ST0203,2409.681498
17102019,2667437,QLD_CW_ST0203,2346.268827
18102019,2667437,QLD_CW_ST0203,2282.856156
19102019,2667437,QLD_CW_ST0203,2351.44
20102019,2667437,QLD_CW_ST0203,2532.32
21102019,2667437,QLD_CW_ST0203,5687.799264
22102019,2667437,QLD_CW_ST0203,5798.8
23102019,2667437,QLD_CW_ST0203,2351.44
24102019,2667437,QLD_CW_ST0203,2705.22
25102019,2667437,QLD_CW_ST0203,2610.451116
26102019,2667437,QLD_CW_ST0203,2848.86
27102019,2667437,QLD_CW_ST0203,2351.44
28102019,2667437,QLD_CW_ST0203,2687.590983
29102019,2667437,QLD_CW_ST0203,5136.521712
30102019,2667437,QLD_CW_ST0203,5342.61
31102019,2667437,QLD_CW_ST0203,6384
1112019,2667437,QLD_CW_ST0203,6118
2112019,2667437,QLD_CW_ST0203,2554.93
3112019,2667437,QLD_CW_ST0203,2511.04
4112019,2667437,QLD_CW_ST0203,2705.22
5112019,2667437,QLD_CW_ST0203,2394
6112019,2667437,QLD_CW_ST0203,3128.16
7112019,2667437,QLD_CW_ST0203,3165.4
8112019,2667437,QLD_CW_ST0203,2553.6
9112019,2667437,QLD_CW_ST0203,6224.4
10112019,2667437,QLD_CW_ST0203,5861.31
11112019,2667437,QLD_CW_ST0203,2468.48
12112019,2667437,QLD_CW_ST0203,2213.12
13112019,2667437,QLD_CW_ST0203,2489.76
14112019,2667437,QLD_CW_ST0203,2511.04
15112019,2667437,QLD_CW_ST0203,2872.8
16112019,2667437,QLD_CW_ST0203,2513.7
17112019,2667437,QLD_CW_ST0203,2207.401
18112019,2667437,QLD_CW_ST0203,2213.12
19112019,2667437,QLD_CW_ST0203,2319.52
20112019,2667437,QLD_CW_ST0203,2468.48
21112019,2667437,QLD_CW_ST0203,2853.124512
22112019,2667437,QLD_CW_ST0203,2643.506936
23112019,2667437,QLD_CW_ST0203,2552.27
24112019,2667437,QLD_CW_ST0203,2537.64
25112019,2667437,QLD_CW_ST0203,2729.16
26112019,2667437,QLD_CW_ST0203,2527
27112019,2667437,QLD_CW_ST0203,2521.204924
28112019,2667437,QLD_CW_ST0203,3289.566805
29112019,2667437,QLD_CW_ST0203,3044.37
30112019,2667437,QLD_CW_ST0203,2824.92
1122019,2667437,QLD_CW_ST0203,2779.7
2122019,2667437,QLD_CW_ST0203,2820.93
3122019,2667437,QLD_CW_ST0203,3323.67
4122019,2667437,QLD_CW_ST0203,2504.566092
5122019,2667437,QLD_CW_ST0203,2323.707505
6122019,2667437,QLD_CW_ST0203,2532.32
7122019,2667437,QLD_CW_ST0203,2404.64
8122019,2667437,QLD_CW_ST0203,2705.22
9122019,2667437,QLD_CW_ST0203,2577.54
10122019,2667437,QLD_CW_ST0203,2800.98
11122019,2667437,QLD_CW_ST0203,2585.52
12122019,2667437,QLD_CW_ST0203,2754.43
13122019,2667437,QLD_CW_ST0203,2754.43
14122019,2667437,QLD_CW_ST0203,3103.994964
15122019,2667437,QLD_CW_ST0203,2560.935216
16122019,2667437,QLD_CW_ST0203,2328.860457
17122019,2667437,QLD_CW_ST0203,2893.552256
18122019,2667437,QLD_CW_ST0203,2594.219264
19122019,2667437,QLD_CW_ST0203,3313.38245
20122019,2667437,QLD_CW_ST0203,3160.08
21122019,2667437,QLD_CW_ST0203,2881.633727
22122019,2667437,QLD_CW_ST0203,3548.44
23122019,2667437,QLD_CW_ST0203,2609.46
24122019,2667437,QLD_CW_ST0203,2403.302818
25122019,2667437,QLD_CW_ST0203,2191.84
26122019,2667437,QLD_CW_ST0203,2489.76
27122019,2667437,QLD_CW_ST0203,2489.76
28122019,2667437,QLD_CW_ST0203,2830.24
29122019,2667437,QLD_CW_ST0203,2779.7
30122019,2667437,QLD_CW_ST0203,2926
31122019,2667437,QLD_CW_ST0203,2960.58
1012020,2667437,QLD_CW_ST0203,3597.8096
2012020,2667437,QLD_CW_ST0203,3247.61246
3012020,2667437,QLD_CW_ST0203,3196.5885
4012020,2667437,QLD_CW_ST0203,2766.5064
5012020,2667437,QLD_CW_ST0203,3455.872
6012020,2667437,QLD_CW_ST0203,3214.344
7012020,2667437,QLD_CW_ST0203,3074.8536
8012020,2667437,QLD_CW_ST0203,3190.7232
9012020,2667437,QLD_CW_ST0203,3686.76
10012020,2667437,QLD_CW_ST0203,3653.244
11012020,2667437,QLD_CW_ST0203,3827.208
12012020,2667437,QLD_CW_ST0203,3436.7865
13012020,2667437,QLD_CW_ST0203,3374.909261
14012020,2667437,QLD_CW_ST0203,3694.075
15012020,2667437,QLD_CW_ST0203,2878.9313
16012020,2667437,QLD_CW_ST0203,2875.992
17012020,2667437,QLD_CW_ST0203,2818.909198
18012020,2667437,QLD_CW_ST0203,2895.7824
19012020,2667437,QLD_CW_ST0203,2870.406
20012020,2667437,QLD_CW_ST0203,2818.2168
21012020,2667437,QLD_CW_ST0203,2733.2032
22012020,2667437,QLD_CW_ST0203,3559.3992
23012020,2667437,QLD_CW_ST0203,3277.12
24012020,2667437,QLD_CW_ST0203,3276.12658
25012020,2667437,QLD_CW_ST0203,3134.3312
26012020,2667437,QLD_CW_ST0203,3864.9534
27012020,2667437,QLD_CW_ST0203,3974.2528
28012020,2667437,QLD_CW_ST0203,3836.567201
29012020,2667437,QLD_CW_ST0203,3526.4418
30012020,2667437,QLD_CW_ST0203,3072.3
31012020,2667437,QLD_CW_ST0203,3126.286695
1022020,2667437,QLD_CW_ST0203,2458.955705
2022020,2667437,QLD_CW_ST0203,6832.937244
3022020,2667437,QLD_CW_ST0203,5918.635128
4022020,2667437,QLD_CW_ST0203,3058.701282
5022020,2667437,QLD_CW_ST0203,2760.2288
6022020,2667437,QLD_CW_ST0203,2937.4912
7022020,2667437,QLD_CW_ST0203,2507.900668
8022020,2667437,QLD_CW_ST0203,2458.319598
9022020,2667437,QLD_CW_ST0203,2930.256
10022020,2667437,QLD_CW_ST0203,3024.819
11022020,2667437,QLD_CW_ST0203,2767.597489
12022020,2667437,QLD_CW_ST0203,2982.126
13022020,2667437,QLD_CW_ST0203,3172.217005
14022020,2667437,QLD_CW_ST0203,2963.0937
15022020,2667437,QLD_CW_ST0203,3676.6121
16022020,2667437,QLD_CW_ST0203,3775.689439
17022020,2667437,QLD_CW_ST0203,3435.7092
18022020,2667437,QLD_CW_ST0203,3189.34
19022020,2667437,QLD_CW_ST0203,3264.352
20022020,2667437,QLD_CW_ST0203,3044.37
21022020,2667437,QLD_CW_ST0203,2791.419385
22022020,2667437,QLD_CW_ST0203,5462.412809
23022020,2667437,QLD_CW_ST0203,4276.461944
24022020,2667437,QLD_CW_ST0203,2584.104827
25022020,2667437,QLD_CW_ST0203,3575.224162
26022020,2667437,QLD_CW_ST0203,3501.276072
27022020,2667437,QLD_CW_ST0203,2967.2034
28022020,2667437,QLD_CW_ST0203,2681.28
1032020,2667437,QLD_CW_ST0203,3656.037
2032020,2667437,QLD_CW_ST0203,3379.53
3032020,2667437,QLD_CW_ST0203,3692.6253
4032020,2667437,QLD_CW_ST0203,3234.298873
5032020,2667437,QLD_CW_ST0203,5440.192632
6032020,2667437,QLD_CW_ST0203,2899.484242
7032020,2667437,QLD_CW_ST0203,2187.036133
8032020,2667437,QLD_CW_ST0203,2811.005689
9032020,2667437,QLD_CW_ST0203,2425.763592
10032020,2667437,QLD_CW_ST0203,2627.608794
11032020,2667437,QLD_CW_ST0203,2539.217181
12032020,2667437,QLD_CW_ST0203,2932.7431
13032020,2667437,QLD_CW_ST0203,2675.154605
14032020,2667437,QLD_CW_ST0203,2858.373025
15032020,2667437,QLD_CW_ST0203,2538.837
16032020,2667437,QLD_CW_ST0203,2466.2988
17032020,2667437,QLD_CW_ST0203,2603.3154
18032020,2667437,QLD_CW_ST0203,3167.5945
19032020,2667437,QLD_CW_ST0203,3098.368
20032020,2667437,QLD_CW_ST0203,3085.6
21032020,2667437,QLD_CW_ST0203,6046.510239
22032020,2667437,QLD_CW_ST0203,3108.049283
23032020,2667437,QLD_CW_ST0203,2759.106801
24032020,2667437,QLD_CW_ST0203,3400.0785
25032020,2667437,QLD_CW_ST0203,2710.939
26032020,2667437,QLD_CW_ST0203,3506.47584
27032020,2667437,QLD_CW_ST0203,5639.634538
28032020,2667437,QLD_CW_ST0203,3330.08858
29032020,2667437,QLD_CW_ST0203,2539.5552
30032020,2667437,QLD_CW_ST0203,3123.372
31032020,2667437,QLD_CW_ST0203,3225.7155
1042020,2667437,QLD_CW_ST0203,2668.862182
2042020,2667437,QLD_CW_ST0203,3041.4972
3042020,2667437,QLD_CW_ST0203,3339.272336
4042020,2667437,QLD_CW_ST0203,2428.402908
5042020,2667437,QLD_CW_ST0203,3170.307168
6042020,2667437,QLD_CW_ST0203,2478.812983
7042020,2667437,QLD_CW_ST0203,2459.671809
8042020,2667437,QLD_CW_ST0203,2911.2636
9042020,2667437,QLD_CW_ST0203,2582.9664
10042020,2667437,QLD_CW_ST0203,2740.245178
11042020,2667437,QLD_CW_ST0203,2397.7905
12042020,2667437,QLD_CW_ST0203,2840.481
13042020,2667437,QLD_CW_ST0203,3013.4608
14042020,2667437,QLD_CW_ST0203,2926.86071
15042020,2667437,QLD_CW_ST0203,2838.3264
16042020,2667437,QLD_CW_ST0203,3255.84
17042020,2667437,QLD_CW_ST0203,2511.971
18042020,2667437,QLD_CW_ST0203,6755.703585
19042020,2667437,QLD_CW_ST0203,2481.8864
20042020,2667437,QLD_CW_ST0203,2645.200026
21042020,2667437,QLD_CW_ST0203,2323.776
22042020,2667437,QLD_CW_ST0203,2763.6336
23042020,2667437,QLD_CW_ST0203,2500.8256
24042020,2667437,QLD_CW_ST0203,2234.4
25042020,2667437,QLD_CW_ST0203,2409.3216
26042020,2667437,QLD_CW_ST0203,2652.153
27042020,2667437,QLD_CW_ST0203,2577.54
28042020,2667437,QLD_CW_ST0203,7344.792
29042020,2667437,QLD_CW_ST0203,6618.612
30042020,2667437,QLD_CW_ST0203,6445.3662
1052020,2667437,QLD_CW_ST0203,6595.897462
2052020,2667437,QLD_CW_ST0203,2404.385438
3052020,2667437,QLD_CW_ST0203,6246.744
4052020,2667437,QLD_CW_ST0203,2571.4752
5052020,2667437,QLD_CW_ST0203,2191.84
6052020,2667437,QLD_CW_ST0203,7090.496
7052020,2667437,QLD_CW_ST0203,5960.560425
8052020,2667437,QLD_CW_ST0203,7041.04128
9052020,2667437,QLD_CW_ST0203,2675.2152
10052020,2667437,QLD_CW_ST0203,6160.5999
11052020,2667437,QLD_CW_ST0203,6625.794
12052020,2667437,QLD_CW_ST0203,6281.6565
13052020,2667437,QLD_CW_ST0203,5811.6744
14052020,2667437,QLD_CW_ST0203,6168.4735
15052020,2667437,QLD_CW_ST0203,5783.1592
16052020,2667437,QLD_CW_ST0203,5930.2971
17052020,2667437,QLD_CW_ST0203,5322.0615
18052020,2667437,QLD_CW_ST0203,6566.1568
19052020,2667437,QLD_CW_ST0203,5822.5272
20052020,2667437,QLD_CW_ST0203,6038.5192
21052020,2667437,QLD_CW_ST0203,6386.2344
22052020,2667437,QLD_CW_ST0203,5128.9056
23052020,2667437,QLD_CW_ST0203,5467.231
24052020,2667437,QLD_CW_ST0203,5660.48
25052020,2667437,QLD_CW_ST0203,5839.3916
26052020,2667437,QLD_CW_ST0203,5619.0372
27052020,2667437,QLD_CW_ST0203,6383.388916
28052020,2667437,QLD_CW_ST0203,5969.282592
29052020,2667437,QLD_CW_ST0203,5205.62
30052020,2667437,QLD_CW_ST0203,6031.368322
31052020,2667437,QLD_CW_ST0203,5496.0388
1062020,2667437,QLD_CW_ST0203,4883.76
2062020,2667437,QLD_CW_ST0203,5175.429
3062020,2667437,QLD_CW_ST0203,5633.5608
4062020,2667437,QLD_CW_ST0203,5785.8192
5062020,2667437,QLD_CW_ST0203,5636.4336
6062020,2667437,QLD_CW_ST0203,6222.4848
7062020,2667437,QLD_CW_ST0203,5634.754448
8062020,2667437,QLD_CW_ST0203,5730.587226
9062020,2667437,QLD_CW_ST0203,5761.56
10062020,2667437,QLD_CW_ST0203,6214.965379
11062020,2667437,QLD_CW_ST0203,5952.4416
12062020,2667437,QLD_CW_ST0203,5766.9066
13062020,2667437,QLD_CW_ST0203,5167.05
14062020,2667437,QLD_CW_ST0203,5678.169
15062020,2667437,QLD_CW_ST0203,6005.5884
16062020,2667437,QLD_CW_ST0203,5496.0388
17062020,2667437,QLD_CW_ST0203,6403.152
18062020,2667437,QLD_CW_ST0203,5597.2917
19062020,2667437,QLD_CW_ST0203,5356.3356
20062020,2667437,QLD_CW_ST0203,5156.350368
21062020,2667437,QLD_CW_ST0203,5410.875841
22062020,2667437,QLD_CW_ST0203,5762.8368
23062020,2667437,QLD_CW_ST0203,6084.351
24062020,2667437,QLD_CW_ST0203,4974.2
25062020,2667437,QLD_CW_ST0203,5770.0188
26062020,2667437,QLD_CW_ST0203,5936.038847
27062020,2667437,QLD_CW_ST0203,5438.172734
28062020,2667437,QLD_CW_ST0203,5616.3373
29062020,2667437,QLD_CW_ST0203,4876.179
30062020,2667437,QLD_CW_ST0203,5375.4876
1072020,2667437,QLD_CW_ST0203,5302.434956
2072020,2667437,QLD_CW_ST0203,5761.29952
3072020,2667437,QLD_CW_ST0203,6228.0176
4072020,2667437,QLD_CW_ST0203,6114.8346
5072020,2667437,QLD_CW_ST0203,5382.948328
6072020,2667437,QLD_CW_ST0203,6137.525331
7072020,2667437,QLD_CW_ST0203,8147.7396
8072020,2667437,QLD_CW_ST0203,6289.37848
9072020,2667437,QLD_CW_ST0203,6136.64128
10072020,2667437,QLD_CW_ST0203,6295.34752
11072020,2667437,QLD_CW_ST0203,5261.579431
12072020,2667437,QLD_CW_ST0203,6043.911286
13072020,2667437,QLD_CW_ST0203,5076.8494
14072020,2667437,QLD_CW_ST0203,4298.56
15072020,2667437,QLD_CW_ST0203,5278.2912
16072020,2667437,QLD_CW_ST0203,6026.9216
17072020,2667437,QLD_CW_ST0203,6059.4534
18072020,2667437,QLD_CW_ST0203,4472.809518
19072020,2667437,QLD_CW_ST0203,5434.4864
20072020,2667437,QLD_CW_ST0203,6553.8144
21072020,2667437,QLD_CW_ST0203,4644.9984
22072020,2667437,QLD_CW_ST0203,6109.488
23072020,2667437,QLD_CW_ST0203,5416.4516
24072020,2667437,QLD_CW_ST0203,5914.776
25072020,2667437,QLD_CW_ST0203,5816.4225
26072020,2667437,QLD_CW_ST0203,6859.2888
27072020,2667437,QLD_CW_ST0203,6276.1104
28072020,2667437,QLD_CW_ST0203,5790.0486
29072020,2667437,QLD_CW_ST0203,5736.04466
30072020,2667437,QLD_CW_ST0203,6382.710166
31072020,2667437,QLD_CW_ST0203,6240.36
1082020,2667437,QLD_CW_ST0203,6359.661
2082020,2667437,QLD_CW_ST0203,5560.2512
3082020,2667437,QLD_CW_ST0203,6320.16
4082020,2667437,QLD_CW_ST0203,6097.119
5082020,2667437,QLD_CW_ST0203,5635.476
6082020,2667437,QLD_CW_ST0203,5943.504
7082020,2667437,QLD_CW_ST0203,6165.0288
8082020,2667437,QLD_CW_ST0203,5443.2378
9082020,2667437,QLD_CW_ST0203,5308.9344
10082020,2667437,QLD_CW_ST0203,5973.1098
11082020,2667437,QLD_CW_ST0203,5671.9446
12082020,2667437,QLD_CW_ST0203,5921.2664
13082020,2667437,QLD_CW_ST0203,5148.297
14082020,2667437,QLD_CW_ST0203,4978.0038
15082020,2667437,QLD_CW_ST0203,5298.581962
16082020,2667437,QLD_CW_ST0203,5864.8478
17082020,2667437,QLD_CW_ST0203,5609.94
18082020,2667437,QLD_CW_ST0203,5075.28
19082020,2667437,QLD_CW_ST0203,5479.866
20082020,2667437,QLD_CW_ST0203,5507.796
21082020,2667437,QLD_CW_ST0203,5447.6268
22082020,2667437,QLD_CW_ST0203,5626.8576
23082020,2667437,QLD_CW_ST0203,5323.2984
24082020,2667437,QLD_CW_ST0203,6435.072
25082020,2667437,QLD_CW_ST0203,6394.8395
26082020,2667437,QLD_CW_ST0203,6542.665382
27082020,2667437,QLD_CW_ST0203,6148.7895
28082020,2667437,QLD_CW_ST0203,5079.1104
29082020,2667437,QLD_CW_ST0203,6438.4236
30082020,2667437,QLD_CW_ST0203,5589.192
31082020,2667437,QLD_CW_ST0203,5416.1856
1092020,2667437,QLD_CW_ST0203,6672.876
2092020,2667437,QLD_CW_ST0203,5828.9245
3092020,2667437,QLD_CW_ST0203,5567.4864
4092020,2667437,QLD_CW_ST0203,6543.127435
5092020,2667437,QLD_CW_ST0203,6442.7328
6092020,2667437,QLD_CW_ST0203,5077.674
7092020,2667437,QLD_CW_ST0203,6218.947
8092020,2667437,QLD_CW_ST0203,6326.330455
9092020,2667437,QLD_CW_ST0203,6202.2688
10092020,2667437,QLD_CW_ST0203,5757.57
11092020,2667437,QLD_CW_ST0203,6279.196
12092020,2667437,QLD_CW_ST0203,5413.8448
13092020,2667437,QLD_CW_ST0203,5155.5854
14092020,2667437,QLD_CW_ST0203,5550.09
15092020,2667437,QLD_CW_ST0203,6368.04
16092020,2667437,QLD_CW_ST0203,6212.9886
17092020,2667437,QLD_CW_ST0203,5228.496
18092020,2667437,QLD_CW_ST0203,6222.1124
19092020,2667437,QLD_CW_ST0203,6002.6358
20092020,2667437,QLD_CW_ST0203,6191.948
21092020,2667437,QLD_CW_ST0203,6678.7812
22092020,2667437,QLD_CW_ST0203,5686.7076
23092020,2667437,QLD_CW_ST0203,6082.9944
24092020,2667437,QLD_CW_ST0203,5761.56
25092020,2667437,QLD_CW_ST0203,6362.618069
26092020,2667437,QLD_CW_ST0203,6497.011536
27092020,2667437,QLD_CW_ST0203,5787.096
28092020,2667437,QLD_CW_ST0203,2788.5312
29092020,2667437,QLD_CW_ST0203,6123.307126
30092020,2667437,QLD_CW_ST0203,5421.361066
1102020,2667437,QLD_CW_ST0203,5119.3163
2102020,2667437,QLD_CW_ST0203,5515.9356
3102020,2667437,QLD_CW_ST0203,6451.431
4102020,2667437,QLD_CW_ST0203,5465.901
5102020,2667437,QLD_CW_ST0203,6222.205899
6102020,2667437,QLD_CW_ST0203,5869.231427
7102020,2667437,QLD_CW_ST0203,7098.4095
8102020,2667437,QLD_CW_ST0203,5557.393296
9102020,2667437,QLD_CW_ST0203,6722.352
10102020,2667437,QLD_CW_ST0203,6235.725854
11102020,2667437,QLD_CW_ST0203,6450.087567
12102020,2667437,QLD_CW_ST0203,5651.032052
13102020,2667437,QLD_CW_ST0203,5590.222165
14102020,2667437,QLD_CW_ST0203,6283.375392
15102020,2667437,QLD_CW_ST0203,6160.212072
16102020,2667437,QLD_CW_ST0203,2409.681498
17102020,2667437,QLD_CW_ST0203,2510.507645
18102020,2667437,QLD_CW_ST0203,2511.141772
19102020,2667437,QLD_CW_ST0203,2633.6128
20102020,2667437,QLD_CW_ST0203,2810.8752
21102020,2667437,QLD_CW_ST0203,5972.189227
22102020,2667437,QLD_CW_ST0203,6378.68
23102020,2667437,QLD_CW_ST0203,2421.9832
24102020,2667437,QLD_CW_ST0203,3111.003
25102020,2667437,QLD_CW_ST0203,2871.496228
26102020,2667437,QLD_CW_ST0203,3190.7232
27102020,2667437,QLD_CW_ST0203,2539.5552
28102020,2667437,QLD_CW_ST0203,2714.466893
29102020,2667437,QLD_CW_ST0203,5958.365186
30102020,2667437,QLD_CW_ST0203,6144.0015
31102020,2667437,QLD_CW_ST0203,7469.28
1112020,2667437,QLD_CW_ST0203,6852.16
2112020,2667437,QLD_CW_ST0203,2784.8737
3112020,2667437,QLD_CW_ST0203,2762.144
4112020,2667437,QLD_CW_ST0203,3165.1074
5112020,2667437,QLD_CW_ST0203,2417.94
6112020,2667437,QLD_CW_ST0203,3566.1024
7112020,2667437,QLD_CW_ST0203,3640.21
8112020,2667437,QLD_CW_ST0203,2885.568
9112020,2667437,QLD_CW_ST0203,7407.036
10112020,2667437,QLD_CW_ST0203,5978.5362
11112020,2667437,QLD_CW_ST0203,2740.0128
12112020,2667437,QLD_CW_ST0203,2434.432
13112020,2667437,QLD_CW_ST0203,2962.8144
14112020,2667437,QLD_CW_ST0203,2737.0336
15112020,2667437,QLD_CW_ST0203,3188.808
16112020,2667437,QLD_CW_ST0203,2714.796
17112020,2667437,QLD_CW_ST0203,2406.06709
18112020,2667437,QLD_CW_ST0203,2589.3504
19112020,2667437,QLD_CW_ST0203,2435.496
20112020,2667437,QLD_CW_ST0203,2665.9584
21112020,2667437,QLD_CW_ST0203,3281.093189
22112020,2667437,QLD_CW_ST0203,2696.377075
23112020,2667437,QLD_CW_ST0203,2577.7927
24112020,2667437,QLD_CW_ST0203,3019.7916
25112020,2667437,QLD_CW_ST0203,3056.6592
26112020,2667437,QLD_CW_ST0203,2678.62
27112020,2667437,QLD_CW_ST0203,2823.749515
28112020,2667437,QLD_CW_ST0203,3388.253809
29112020,2667437,QLD_CW_ST0203,3501.0255
30112020,2667437,QLD_CW_ST0203,3050.9136
1122020,2667437,QLD_CW_ST0203,2918.685
2122020,2667437,QLD_CW_ST0203,2933.7672
3122020,2667437,QLD_CW_ST0203,3622.8003
4122020,2667437,QLD_CW_ST0203,2629.794397
5122020,2667437,QLD_CW_ST0203,2463.129955
6122020,2667437,QLD_CW_ST0203,2684.2592
7122020,2667437,QLD_CW_ST0203,2741.2896
8122020,2667437,QLD_CW_ST0203,3029.8464
9122020,2667437,QLD_CW_ST0203,2603.3154
10122020,2667437,QLD_CW_ST0203,2997.0486
11122020,2667437,QLD_CW_ST0203,2921.6376
12122020,2667437,QLD_CW_ST0203,3167.5945
13122020,2667437,QLD_CW_ST0203,3167.5945
14122020,2667437,QLD_CW_ST0203,3383.354511
15122020,2667437,QLD_CW_ST0203,2714.591329
16122020,2667437,QLD_CW_ST0203,2585.035107
